ID,Description1,Price1,Price2,Price3,ID_1,Description,Folder,File Name
BSPERMX,BOTAN SILK PERM XTRA BODY *,3.5,0,0,PERMS,PERMS,Web Perms,Botanical Silk Extra Body
COOL-IT,COOL-IT,9.95,0,0,PERMS,PERMS,Web Extras,Cool it 8oz
ESPPERM,ESP PERM,2.5,0,0,PERMS,PERMS,,
JITPERM,JUST IN TIME PERM,3.5,0,0,PERMS,PERMS,Web Perms,just in time
JITPERM-G,JUST IN TIME PERM GENTLE,3.5,0,0,PERMS,PERMS,Web Perms,just in time gentle
NHPERM-C,NEW HORIZON WAVE COARSE,4.5,0,0,PERMS,PERMS,Web Perms,New Hairizon coarse and resistant
NHPERM-G,NEW HORIZON WAVE GENTLE,4.5,0,0,PERMS,PERMS,Web Perms,New Hairizon Gentle
NHPERM-R,NEW HORIZON WAVE REGULAR *,4.5,0,0,PERMS,PERMS,Web Perms,New Hairizon Regular
PERPERM-G,PERMISSION PERM GENTLE FRMLA,3.5,0,0,PERMS,PERMS,Web Perms,permission gentle
PERPERM-R,PERMISSION PERM FULL FRMLA *,3.5,0,0,PERMS,PERMS,Web Perms,permission
PERPERM-X,PERMISSION PERM XTRA-BODY,2.49,0,0,PERMS,PERMS,Web Perms,permission extra body
PRE-32,PRE WRAP SOLUTION 32Z,9,0,0,PERMS,PERMS,Web Perms,cea prewrap liter
PROPERMS,PRO SYSTEM PERMS,1.5,0,0,PERMS,PERMS,Web Perms,pro systems regular
PROPERMSNEUT,PRO SYSTEM NEUTILIZER,4.25,0,0,PERMS,PERMS,Web Perms,pro systems neutralizer
ENDWRAP-J          *,MIS END WRAP PREFLD JMB,12,0,0,PERMSUPP,PERM SUPPORT,Web Perms,jumbo end wraps
ENDWRAP-R          *,MIS END WRAP PREFLD REG,12,0,0,PERMSUPP,PERM SUPPORT,,
WRIST WRAPER,WRIST WRAPER,9.95,0,0,PERMSUPP,PERM SUPPORT,Web Perms,wrist wrapper
PUMP-16            *,MIS PUMP FOR 16Z JAR,2.5,2.5,2.5,PUMPS,PUMPS,,
PUMP-GAL           *,PUMP-GALLON,5,5,5,PUMPS,PUMPS,,
PUMP-LTR           *,MIS PUMP for LITERS,1,1,1,PUMPS,PUMPS,,
BRUL-12,RA BRULEE' CREME COND 16z,6.25,13.5,14.5,RAZORART,RAZOR ART,Web Razor Art,Brulee 16oz
DURA-8,RA DURA-FINI' 8Z,5,11,12,RAZORART,RAZOR ART,Web Razor Art,dura fine 8oz
FRAP-12,RA FRAPPE' VOL SHAMPOO 16Z,5.75,12.5,13.5,RAZORART,RAZOR ART,Web Razor Art,frappe shampoo 16oz
FRAP-32,FRAPPE SHAMPOO 32z,9.75,22.5,23.5,RAZORART,RAZOR ART,Web Razor Art,frappe liter
GLIS-4,RA GLISTEN 4Z,6,13,14,RAZORART,RAZOR ART,Web Razor Art,glsiten 4oz
WHIP-32,RA WHIPPE' COND VOLUMIZER 32,15.75,34.5,35.5,RAZORART,RAZOR ART,Web Razor Art,whippe liter
WHIP-8,RA WHIPPE' COND VOLUMIZER 8Z,5.5,12,13,RAZORART,RAZOR ART,Web Razor Art,whippe 8oz
BLADES,JOHN AMICO BLADES,14,0,0,RAZORS,RAZORS,Web EXtras,JA Razor Blades
RAZOR-JA           *,JOHN AMICO RAZOR,40,0,0,RAZORS,RAZORS,Web EXtras,JA Razor 
CTW-16-A,CTW A MILD RELAXER 16OZ,6,0,0,RELAXER,RELAXER,,
CTW-16-A+,CTW A+ REGULAR 160Z RELAXER,6,0,0,RELAXER,RELAXER,,
